"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-10-24","64","78","56"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-10-25","67","78","57"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-10-26","63","69","54"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-10-27","58","71","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-10-28","56","69","44"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-10-29","56","71","44"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-10-30","58","74","44"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-10-31","60","78","44"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-01","60","77","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-02","61","79","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-03","63","78","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-04","64","81","51"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-05","65","80","51"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-06","66","76","58"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-07","62","67","51"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-08","56","68","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-09","56","69","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-10","55","68","43"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-11","55","70","43"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-12","57","77","44"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-13","61","76","49"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-14","60","75","46"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-15","58","72","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-16","62","76","54"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-17","62","75","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-18","63","65","58"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-19","57","64","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-20","51","65","40"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-21","53","72","41"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-22","54","68","41"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-23","57","68","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-24","52","60","42"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-25","49","63","38"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-26","49","61","37"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-27","48","65","36"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-28","51","68","38"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-29","51","64","38"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-11-30","51","64","40"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-01","53","61","42"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-02","49","61","37"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-03","50","58","40"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-04","53","65","46"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-05","52","68","41"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-06","56","77","43"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-07","57","65","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-08","50","51","40"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-09","44","59","35"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-10","47","61","36"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-11","48","61","38"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-12","48","62","37"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-13","48","63","37"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-14","49","65","37"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-15","50","68","37"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-16","51","69","37"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-17","52","67","42"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-18","56","67","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-19","61","67","55"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-20","59","68","54"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-21","54","58","51"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-22","54","56","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-23","51","59","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-24","50","60","43"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-25","53","61","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-26","52","63","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-27","54","64","46"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-28","56","67","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-29","57","69","48"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-30","55","56","46"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2023-12-31","51","58","45"
